Team,Power Level,
Extra team 6337,75.39,
Extra team 6338,2.14,
Extra team 6339,89.08,
Extra team 6340,47.99,
Extra team 6341,54.64,
Extra team 6342,2.77,
Extra team 6343,94.7,
Extra team 6344,8.7,
Extra team 6345,89.3,
Extra team 6346,91.5,
Extra team 6347,65.39,
Extra team 6348,65.68,
Extra team 6349,72.22,
Extra team 6350,78.45,
Extra team 6351,93.28,
Extra team 6352,45,
Extra team 6353,87.83,
Extra team 6354,39.15,
Extra team 6355,27.08,
Extra team 6356,40.31,
Extra team 6357,9.33,
Extra team 6358,18.72,
Extra team 6359,63.13,
Extra team 6360,50.43,
Extra team 6361,59.66,
Extra team 6362,54.25,
Extra team 6363,40.68,
Extra team 6364,48.58,
Extra team 6365,40.47,
Extra team 6366,59.58,
Extra team 6367,17.75,
Extra team 6368,13.89,
Extra team 6369,54.55,
Extra team 6370,85.43,
Extra team 6371,58.84,
Extra team 6372,5.61,
Extra team 6373,99.24,
Extra team 6374,86.3,
Extra team 6375,43.38,
Extra team 6376,25.8,
Extra team 6377,28.49,
Extra team 6378,96.22,
Extra team 6379,8.66,
Extra team 6380,70.33,
Extra team 6381,92.13,
Extra team 6382,40.56,
Extra team 6383,66.64,
Extra team 6384,20.12,
Extra team 6385,65.78,
Extra team 6386,24.81,
Extra team 6387,61.67,
Extra team 6388,38.92,
Extra team 6389,96.78,
Extra team 6390,58.14,
Extra team 6391,37.38,
Extra team 6392,37.03,
Extra team 6393,49.92,
Extra team 6394,23.13,
Extra team 6395,54.87,
Extra team 6396,3.63,
Extra team 6397,28.82,
Extra team 6398,87.73,
Extra team 6399,8.09,
Extra team 6400,29.94,
Extra team 6401,19.34,
Extra team 6402,61.98,
Extra team 6403,59.45,
Extra team 6404,55.6,
Extra team 6405,73.18,
Extra team 6406,60.91,
Extra team 6407,48.15,
Extra team 6408,69.5,
Extra team 6409,14.31,
Extra team 6410,53.67,
Extra team 6411,81.79,
Extra team 6412,79.58,
Extra team 6413,18.57,
Extra team 6414,55.45,
Extra team 6415,83.86,
Extra team 6416,89.77,
Extra team 6417,73.9,
Extra team 6418,5.46,
Extra team 6419,12.73,
Extra team 6420,31.89,
Extra team 6421,93.34,
Extra team 6422,5.71,
Extra team 6423,12.22,
Extra team 6424,66.88,
Extra team 6425,25.13,
Extra team 6426,28.22,
Extra team 6427,38.19,
Extra team 6428,43.24,
Extra team 6429,74.64,
Extra team 6430,40.23,
Extra team 6431,87.71,
Extra team 6432,16.79,
Extra team 6433,47.65,
Extra team 6434,55.41,
Extra team 6435,22.36,
Extra team 6436,45.79,
Extra team 6437,7.31,
Extra team 6438,40.23,
Extra team 6439,45.63,
Extra team 6440,74.06,
Extra team 6441,70.11,
Extra team 6442,20.87,
Extra team 6443,55.95,
Extra team 6444,34.87,
Extra team 6445,50.09,
Extra team 6446,21.32,
Extra team 6447,42.15,
Extra team 6448,78.21,
Extra team 6449,55.37,
Extra team 6450,89.98,
Extra team 6451,75.15,
Extra team 6452,87.51,
Extra team 6453,75.09,
Extra team 6454,26.55,
Extra team 6455,11.46,
Extra team 6456,28.56,
Extra team 6457,56.75,
Extra team 6458,43.59,
Extra team 6459,82.38,
Extra team 6460,27.18,
Extra team 6461,19.28,
Extra team 6462,75.09,
Extra team 6463,90.53,
Extra team 6464,29.89,
Extra team 6465,75.67,
Extra team 6466,33.49,
Extra team 6467,30.45,
Extra team 6468,84.96,
Extra team 6469,84.85,
Extra team 6470,65.29,
Extra team 6471,55.54,
Extra team 6472,83.59,
Extra team 6473,83.99,
Extra team 6474,20,
Extra team 6475,45.94,
Extra team 6476,74.77,
Extra team 6477,24.41,
Extra team 6478,8.73,
Extra team 6479,72.4,
Extra team 6480,61.04,
Extra team 6481,0.56,
Extra team 6482,22.14,
Extra team 6483,21.37,
Extra team 6484,0.67,
Extra team 6485,2.19,
Extra team 6486,18.45,
Extra team 6487,75.22,
Extra team 6488,39.74,
Extra team 6489,19.18,
Extra team 6490,37.14,
Extra team 6491,52.49,
Extra team 6492,62.59,
Extra team 6493,28.28,
Extra team 6494,10.63,
Extra team 6495,55.94,
Extra team 6496,36.21,
Extra team 6497,76.67,
Extra team 6498,18.91,
Extra team 6499,48.59,
Extra team 6500,21.59,
Extra team 6501,78.46,
Extra team 6502,20.02,
Extra team 6503,96.1,
Extra team 6504,78.72,
Extra team 6505,29.54,
Extra team 6506,41.81,
Extra team 6507,31.94,
Extra team 6508,86.35,
Extra team 6509,63.06,
Extra team 6510,16.6,
Extra team 6511,44.44,
Extra team 6512,99.21,
Extra team 6513,98.84,
Extra team 6514,0.51,
Extra team 6515,62.11,
Extra team 6516,71.55,
Extra team 6517,55.1,
Extra team 6518,7.78,
Extra team 6519,75.89,
Extra team 6520,16.39,
Extra team 6521,57.78,
Extra team 6522,47.57,
Extra team 6523,14.87,
Extra team 6524,87.28,
Extra team 6525,55.66,
Extra team 6526,38.98,
Extra team 6527,20.74,
Extra team 6528,23.01,
Extra team 6529,23.47,
Extra team 6530,89.38,
Extra team 6531,84.61,
Extra team 6532,9.5,
Extra team 6533,15.37,
Extra team 6534,79.98,
Extra team 6535,15.34,
Extra team 6536,60.98,
Extra team 6537,12.76,
Extra team 6538,56.99,
Extra team 6539,25.77,
Extra team 6540,25.75,
Extra team 6541,34.66,
Extra team 6542,92.08,
Extra team 6543,4.7,
Extra team 6544,75.86,
Extra team 6545,81.78,
Extra team 6546,84.62,
Extra team 6547,92.58,
Extra team 6548,93.57,
Extra team 6549,74.26,
Extra team 6550,74.59,
Extra team 6551,12.05,
Extra team 6552,41.24,
Extra team 6553,9.88,
Extra team 6554,49.86,
Extra team 6555,21.85,
Extra team 6556,37.06,
Extra team 6557,57.27,
Extra team 6558,91.54,
Extra team 6559,64.68,
Extra team 6560,15.23,
Extra team 6561,85.16,
Extra team 6562,22.94,
Extra team 6563,91.04,
Extra team 6564,34.28,
Extra team 6565,57.36,
Extra team 6566,43.26,
Extra team 6567,55.23,
Extra team 6568,4.07,
Extra team 6569,12.99,
Extra team 6570,32.81,
Extra team 6571,98.11,
Extra team 6572,59.42,
Extra team 6573,10.75,
Extra team 6574,90.32,
Extra team 6575,51.05,
Extra team 6576,17.42,
Extra team 6577,87.8,
Extra team 6578,48.58,
Extra team 6579,39.89,
Extra team 6580,93.52,
Extra team 6581,57.14,
Extra team 6582,77.11,
Extra team 6583,36.19,
Extra team 6584,20.7,
Extra team 6585,75.45,
Extra team 6586,70.2,
Extra team 6587,71.56,
Extra team 6588,6.31,
Extra team 6589,99.29,
Extra team 6590,58.54,
Extra team 6591,74.22,
Extra team 6592,68.92,
Extra team 6593,96.62,
Extra team 6594,35.08,
Extra team 6595,5.88,
Extra team 6596,85.39,
Extra team 6597,46.7,
Extra team 6598,82.71,
Extra team 6599,63.41,
Extra team 6600,92.1,
Extra team 6601,47.14,
Extra team 6602,67.46,
Extra team 6603,62.68,
Extra team 6604,92.03,
Extra team 6605,98.18,
Extra team 6606,63.99,
Extra team 6607,1.33,
Extra team 6608,24.87,
Extra team 6609,50.27,
Extra team 6610,1.53,
Extra team 6611,38.59,
Extra team 6612,62.71,
Extra team 6613,89.63,
Extra team 6614,34.84,
Extra team 6615,47.71,
Extra team 6616,67.83,
Extra team 6617,57.96,
Extra team 6618,39.53,
Extra team 6619,76.28,
Extra team 6620,55.75,
Extra team 6621,54.86,
Extra team 6622,64.8,
Extra team 6623,93.58,
Extra team 6624,9.05,
Extra team 6625,3.8,
Extra team 6626,55.18,
Extra team 6627,82.76,
Extra team 6628,92.92,
Extra team 6629,54.67,
Extra team 6630,76.98,
Extra team 6631,31.11,
Extra team 6632,57.08,
Extra team 6633,32.53,
Extra team 6634,69.52,
Extra team 6635,32.55,
Extra team 6636,36.76,
Extra team 6637,0.43,
Extra team 6638,2.27,
Extra team 6639,80.61,
Extra team 6640,59.06,
Extra team 6641,83.58,
Extra team 6642,35.51,
Extra team 6643,73.82,
Extra team 6644,20.66,
Extra team 6645,96.81,
Extra team 6646,9.66,
Extra team 6647,40.8,
Extra team 6648,67.76,
Extra team 6649,88.59,
Extra team 6650,52.13,
Extra team 6651,86.63,
Extra team 6652,33.14,
Extra team 6653,25.38,
Extra team 6654,89.37,
Extra team 6655,7.07,
Extra team 6656,79.98,
Extra team 6657,55.29,
Extra team 6658,6.77,
Extra team 6659,44.44,
Extra team 6660,34.73,
Extra team 6661,52.16,
Extra team 6662,58.21,
Extra team 6663,94.37,
Extra team 6664,50.57,
Extra team 6665,12.92,
Extra team 6666,34.51,
Extra team 6667,5.33,
Extra team 6668,52.77,
Extra team 6669,8.08,
Extra team 6670,7.89,
Extra team 6671,44.25,
Extra team 6672,12.53,
Extra team 6673,84.96,
Extra team 6674,61.16,
Extra team 6675,94.71,
Extra team 6676,63.34,
Extra team 6677,23.61,
Extra team 6678,34.57,
Extra team 6679,15.81,
Extra team 6680,37.68,
Extra team 6681,88.05,
Extra team 6682,53.47,
Extra team 6683,90.52,
Extra team 6684,93.33,
Extra team 6685,15.86,
Extra team 6686,51.87,
Extra team 6687,85.23,
Extra team 6688,56.66,
Extra team 6689,64.36,
Extra team 6690,88.61,
Extra team 6691,68.93,
Extra team 6692,15.5,
Extra team 6693,4.48,
Extra team 6694,22.43,
Extra team 6695,34.07,
Extra team 6696,2.46,
Extra team 6697,61.15,
Extra team 6698,82.99,
Extra team 6699,5.11,
Extra team 6700,58.29,
Extra team 6701,55.85,
Extra team 6702,68.47,
Extra team 6703,64.35,
Extra team 6704,28.93,
Extra team 6705,51.72,
Extra team 6706,68.47,
Extra team 6707,34.49,
Extra team 6708,94.57,
Extra team 6709,43.64,
Extra team 6710,24.47,
Extra team 6711,55.34,
Extra team 6712,98.1,
Extra team 6713,65.75,
Extra team 6714,9.3,
Extra team 6715,49.99,
Extra team 6716,26.79,
Extra team 6717,64.76,
Extra team 6718,11.71,
Extra team 6719,53.73,
Extra team 6720,54.77,
Extra team 6721,96.79,
Extra team 6722,65.81,
Extra team 6723,2.14,
Extra team 6724,70.38,
Extra team 6725,53.44,
Extra team 6726,35.6,
Extra team 6727,22.41,
Extra team 6728,91.13,
Extra team 6729,15.78,
Extra team 6730,21.16,
Extra team 6731,53.11,
Extra team 6732,24.92,
Extra team 6733,48.84,
Extra team 6734,34.36,
Extra team 6735,52.16,
Extra team 6736,77.67,
Extra team 6737,74.74,
Extra team 6738,28.79,
Extra team 6739,24.03,
Extra team 6740,46.14,
Extra team 6741,26.88,
Extra team 6742,24.44,
Extra team 6743,58.61,
Extra team 6744,27.26,
Extra team 6745,77.51,
Extra team 6746,70.86,
Extra team 6747,90.81,
Extra team 6748,34.63,
Extra team 6749,63.77,
Extra team 6750,65.56,
Extra team 6751,78.68,
Extra team 6752,47.61,
Extra team 6753,12.83,
Extra team 6754,7.48,
Extra team 6755,31.45,
Extra team 6756,46.77,
Extra team 6757,41.77,
Extra team 6758,27.71,
Extra team 6759,9.97,
Extra team 6760,85.25,
Extra team 6761,33.2,
Extra team 6762,45.61,
Extra team 6763,18.42,
Extra team 6764,7.83,
Extra team 6765,69.72,
Extra team 6766,88.57,
Extra team 6767,48.05,
Extra team 6768,81.08,
Extra team 6769,75.76,
Extra team 6770,76.73,
Extra team 6771,46.17,
Extra team 6772,81.25,
Extra team 6773,58.81,
Extra team 6774,11.03,
Extra team 6775,16.45,
Extra team 6776,17.57,
Extra team 6777,32.86,
Extra team 6778,20.78,
Extra team 6779,28.34,
Extra team 6780,38.73,
Extra team 6781,35.82,
Extra team 6782,37.76,
Extra team 6783,55.71,
Extra team 6784,26.22,
Extra team 6785,33.35,
Extra team 6786,60.11,
Extra team 6787,78.13,
Extra team 6788,95.44,
Extra team 6789,93.69,
Extra team 6790,70.98,
Extra team 6791,46.37,
Extra team 6792,54.63,
Extra team 6793,62.47,
Extra team 6794,63.67,
Extra team 6795,34.92,
Extra team 6796,85.9,
Extra team 6797,13.35,
Extra team 6798,13.31,
Extra team 6799,50.25,
Extra team 6800,4.36,
Extra team 6801,87.22,
Extra team 6802,57.82,
Extra team 6803,66.51,
Extra team 6804,28.55,
Extra team 6805,16.6,
Extra team 6806,7.9,
Extra team 6807,75.45,
Extra team 6808,32.67,
Extra team 6809,19.69,
Extra team 6810,23.29,
Extra team 6811,64.9,
Extra team 6812,94.7,
Extra team 6813,91.5,
Extra team 6814,22.26,
Extra team 6815,54.87,
Extra team 6816,59.84,
Extra team 6817,44.73,
Extra team 6818,13.82,
Extra team 6819,91.76,
Extra team 6820,54.72,
Extra team 6821,29.71,
Extra team 6822,72.34,
Extra team 6823,82.77,
Extra team 6824,69.46,
Extra team 6825,62.28,
Extra team 6826,60.59,
Extra team 6827,12.33,
Extra team 6828,60.39,
Extra team 6829,97.09,
Extra team 6830,3.95,
Extra team 6831,67.08,
Extra team 6832,89.43,
Extra team 6833,93.81,
Extra team 6834,88.59,
Extra team 6835,49.32,
Extra team 6836,72.46,
Extra team 6837,97.25,
Extra team 6838,92.78,
Extra team 6839,10.92,
Extra team 6840,72.5,
Extra team 6841,94.48,
Extra team 6842,33.49,
Extra team 6843,2.83,
Extra team 6844,52.16,
Extra team 6845,97.23,
Extra team 6846,71.82,
Extra team 6847,4.92,
Extra team 6848,1.64,
Extra team 6849,89.75,
Extra team 6850,16.01,
Extra team 6851,77.08,
Extra team 6852,56.45,
Extra team 6853,1.39,
Extra team 6854,71.33,
Extra team 6855,97.13,
Extra team 6856,67.89,
Extra team 6857,70.67,
Extra team 6858,53.49,
Extra team 6859,80.5,
Extra team 6860,99.64,
Extra team 6861,70.07,
Extra team 6862,86.02,
Extra team 6863,90.35,
Extra team 6864,37.26,
Extra team 6865,51.99,
Extra team 6866,90.2,
Extra team 6867,1.73,
Extra team 6868,16.31,
Extra team 6869,19.49,
Extra team 6870,77.58,
Extra team 6871,21.84,
Extra team 6872,49.07,
Extra team 6873,35.79,
Extra team 6874,69.84,
Extra team 6875,44.09,
Extra team 6876,67.58,
Extra team 6877,41.12,
Extra team 6878,51.08,
Extra team 6879,70.43,
Extra team 6880,28.72,
Extra team 6881,59.48,
Extra team 6882,17.73,
Extra team 6883,21.96,
Extra team 6884,65.72,
Extra team 6885,62.08,
Extra team 6886,97.03,
Extra team 6887,66.54,
Extra team 6888,95.71,
Extra team 6889,93.61,
Extra team 6890,90.53,
Extra team 6891,59.28,
Extra team 6892,70.25,
Extra team 6893,51.74,
Extra team 6894,33.16,
Extra team 6895,87.72,
Extra team 6896,48.33,
Extra team 6897,88.97,
Extra team 6898,11.76,
Extra team 6899,3.89,
Extra team 6900,43.72,
Extra team 6901,51.11,
Extra team 6902,51.37,
Extra team 6903,7.07,
Extra team 6904,88.03,
Extra team 6905,71.98,
Extra team 6906,81.05,
Extra team 6907,4.82,
Extra team 6908,56.44,
Extra team 6909,43.92,
Extra team 6910,95.24,
Extra team 6911,78.99,
Extra team 6912,25.34,
Extra team 6913,76.83,
Extra team 6914,63,
Extra team 6915,9.4,
Extra team 6916,13.31,
Extra team 6917,60.6,
Extra team 6918,2.92,
Extra team 6919,26.4,
Extra team 6920,38.51,
Extra team 6921,41.29,
Extra team 6922,88.93,
Extra team 6923,0.84,
Extra team 6924,92.65,
Extra team 6925,50.17,
Extra team 6926,47.59,
Extra team 6927,38.12,
Extra team 6928,94.25,
Extra team 6929,39.04,
Extra team 6930,30.5,
Extra team 6931,95.38,
Extra team 6932,2.15,
Extra team 6933,14.41,
Extra team 6934,86.49,
Extra team 6935,82.8,
Extra team 6936,78.54,
Extra team 6937,76.08,
Extra team 6938,95.65,
Extra team 6939,69.78,
Extra team 6940,68.32,
Extra team 6941,83.77,
Extra team 6942,66.26,
Extra team 6943,23.86,
Extra team 6944,46.43,
Extra team 6945,56.67,
Extra team 6946,64.97,
Extra team 6947,21.23,
Extra team 6948,4.89,
Extra team 6949,19.39,
Extra team 6950,42.59,
Extra team 6951,4.33,
Extra team 6952,46.38,
Extra team 6953,87.66,
Extra team 6954,3.03,
Extra team 6955,4.96,
Extra team 6956,81.85,
Extra team 6957,48.78,
Extra team 6958,42.46,
Extra team 6959,72.07,
Extra team 6960,4.91,
Extra team 6961,99.96,
Extra team 6962,65.31,
Extra team 6963,75.15,
Extra team 6964,90.36,
Extra team 6965,64.43,
Extra team 6966,46.27,
Extra team 6967,24.81,
Extra team 6968,68.65,
Extra team 6969,66.83,
Extra team 6970,80.95,
Extra team 6971,80.82,
Extra team 6972,33.84,
Extra team 6973,27.32,
Extra team 6974,17.6,
Extra team 6975,24.8,
Extra team 6976,73.77,
Extra team 6977,10.94,
Extra team 6978,57.53,
Extra team 6979,24,
Extra team 6980,98.96,
Extra team 6981,53.79,
Extra team 6982,73.8,
Extra team 6983,28.1,
Extra team 6984,5.76,
Extra team 6985,55.73,
Extra team 6986,24.01,
Extra team 6987,17.72,
Extra team 6988,31.19,
Extra team 6989,44.53,
Extra team 6990,40.72,
Extra team 6991,51.52,
Extra team 6992,23.24,
Extra team 6993,94.62,
Extra team 6994,97.88,
Extra team 6995,89.25,
Extra team 6996,45.14,
Extra team 6997,70.52,
Extra team 6998,25.78,
Extra team 6999,7.22,
Extra team 7000,7.48,
Extra team 7001,0.05,
Extra team 7002,37.51,
Extra team 7003,84.4,
Extra team 7004,39.93,
Extra team 7005,32.76,
Extra team 7006,55.7,
Extra team 7007,22.83,
Extra team 7008,4.67,
Extra team 7009,57.58,
Extra team 7010,7.38,
Extra team 7011,71.02,
Extra team 7012,29.35,
Extra team 7013,62.84,
Extra team 7014,78.62,
Extra team 7015,13.84,
Extra team 7016,29.44,
Extra team 7017,56.92,
Extra team 7018,9.27,
Extra team 7019,89.57,
Extra team 7020,92.33,
Extra team 7021,94.87,
Extra team 7022,38.92,
Extra team 7023,84.16,
Extra team 7024,38.43,
Extra team 7025,57.57,
Extra team 7026,78.9,
Extra team 7027,28.1,
Extra team 7028,94.38,
Extra team 7029,44.64,
Extra team 7030,40.9,
Extra team 7031,80.05,
Extra team 7032,14.31,
Extra team 7033,46.89,
Extra team 7034,63.49,
Extra team 7035,8.53,
Extra team 7036,47.83,
Extra team 7037,29.35,
Extra team 7038,55.39,
Extra team 7039,81.36,
Extra team 7040,27.95,
Extra team 7041,50.47,
Extra team 7042,49.18,
Extra team 7043,62.82,
Extra team 7044,86.87,
Extra team 7045,42.4,
Extra team 7046,80.29,
Extra team 7047,83.11,
Extra team 7048,46.82,
Extra team 7049,55.39,
Extra team 7050,71.99,
Extra team 7051,56.82,
Extra team 7052,97.5,
Extra team 7053,52.08,
Extra team 7054,62.15,
Extra team 7055,75.45,
Extra team 7056,84.25,
Extra team 7057,28.11,
Extra team 7058,12.57,
Extra team 7059,37.65,
Extra team 7060,56.9,
Extra team 7061,51.39,
Extra team 7062,82.61,
Extra team 7063,99.73,
Extra team 7064,26.15,
Extra team 7065,13.48,
Extra team 7066,92.58,
Extra team 7067,71.55,
Extra team 7068,59.8,
Extra team 7069,98.45,
Extra team 7070,67.33,
Extra team 7071,93.54,
Extra team 7072,9.3,
Extra team 7073,6.23,
Extra team 7074,58.85,
Extra team 7075,83.49,
Extra team 7076,26.8,
Extra team 7077,31.51,
Extra team 7078,91.12,
Extra team 7079,25.32,
Extra team 7080,20.85,
Extra team 7081,65.54,
Extra team 7082,70.35,
Extra team 7083,7.24,
Extra team 7084,44.49,
Extra team 7085,9.04,
Extra team 7086,73.52,
Extra team 7087,42.71,
Extra team 7088,97.12,
Extra team 7089,3.35,
Extra team 7090,10.81,
Extra team 7091,38.64,
Extra team 7092,82.3,
Extra team 7093,71.2,
Extra team 7094,99.51,
Extra team 7095,88.13,
Extra team 7096,63.45,
Extra team 7097,35.4,
Extra team 7098,15.01,
Extra team 7099,62.98,
Extra team 7100,9.33,
Extra team 7101,46.47,
Extra team 7102,54.02,
Extra team 7103,54.18,
Extra team 7104,64.62,
Extra team 7105,36.89,
Extra team 7106,1.84,
Extra team 7107,88.05,
Extra team 7108,50.38,
Extra team 7109,85.4,
Extra team 7110,80.79,
Extra team 7111,63.81,
Extra team 7112,88.19,
Extra team 7113,56.54,
Extra team 7114,34.69,
Extra team 7115,15.77,
Extra team 7116,1.09,
Extra team 7117,75.59,
Extra team 7118,42.63,
Extra team 7119,49.62,
Extra team 7120,34.54,
Extra team 7121,43.18,
Extra team 7122,81.2,
Extra team 7123,60.9,
Extra team 7124,41.25,
Extra team 7125,85.5,
Extra team 7126,75.84,
Extra team 7127,92.14,
Extra team 7128,81.13,
Extra team 7129,46.81,
Extra team 7130,99.75,
Extra team 7131,40.12,
Extra team 7132,40.71,
Extra team 7133,25.46,
Extra team 7134,5.84,
Extra team 7135,58.88,
Extra team 7136,12.49,
Extra team 7137,15.85,
Extra team 7138,13.77,
Extra team 7139,42.72,
Extra team 7140,83.74,
Extra team 7141,31.71,
Extra team 7142,13.49,
Extra team 7143,38.35,
Extra team 7144,38.42,
Extra team 7145,38.31,
Extra team 7146,70.29,
Extra team 7147,43.84,
Extra team 7148,6.18,
Extra team 7149,28.95,
Extra team 7150,15.62,
